3084238,-5.0,67682.0,,,1.0,-4.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,410.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3301659,-5.0,27134.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,529.0,214.0,,,,,,,,Found,Found,Windows 10,firefox,24.0,1920x1080,match_status:2,T,F,T,T,desktop,rv:58.0
3513503,-20.0,255228.0,,,0.0,-11.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,15.0,290.0,127.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,SM-J701M Build/NRD90M
3091211,-5.0,51453.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
3375818,-5.0,97585.0,0.0,0.0,12.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,12.0,256.0,177.0,,,,,,,,Found,Found,Windows 7,chrome 61.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
3356169,-20.0,393850.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,Unknown,,225.0,,427.0,305.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3100530,-5.0,61361.0,,,0.0,0.0,,,,,100.0,Found,49.0,-360.0,New,NotFound,166.0,12.0,633.0,280.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3298304,-25.0,67478.0,,,13.0,-29.0,14.0,-23.0,,,100.0,NotFound,33.0,-300.0,New,NotFound,166.0,12.0,317.0,535.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,169.0,Found,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3107772,-5.0,118262.0,,,0.0,-1.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,215.0,484.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3445311,-5.0,184098.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,305.0,,,,,,,,New,NotFound,,edge 16.0,,,,F,F,T,F,desktop,Windows
3068811,-5.0,85905.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,410.0,272.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3454082,-20.0,101778.0,0.0,0.0,9.0,-7.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,153.0,325.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-G925I Build/NRD90M
3007083,0.0,42787.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,352.0,222.0,,,,,,,,Found,Found,Android,chrome 61.0,32.0,855x480,match_status:2,T,F,T,T,mobile,
3085639,-5.0,73275.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,100.0,549.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3571724,-5.0,375321.0,,,0.0,-8.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,563.0,,,,,,,,New,NotFound,,chrome 66.0,,,,F,F,T,F,desktop,Windows
3485060,-5.0,1712.0,0.0,0.0,-7.0,-11.0,-1.0,-26.0,0.0,0.0,100.0,Found,55.0,-300.0,Found,Found,166.0,15.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,Found,Found,Linux,chrome 65.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,
2991898,-5.0,72706.0,,,2.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,490.0,214.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,safari generic,24.0,1440x900,match_status:2,T,F,F,F,desktop,MacOS
3318359,-20.0,189819.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-G532M Build/MMB29T
3075619,-55.0,24086.0,0.0,0.0,0.0,0.0,14.0,-41.0,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,,,,,604.0,14.0,IP_PROXY:HIDDEN,11.0,205.0,184.0,Found,Found,Found,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3124797,0.0,181194.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,621.0,222.0,,,,,,,,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-G950U Build/NRD90M
3284023,-5.0,164914.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,F,mobile,HUAWEI Y360-U23 Build/HUAWEIY360-U23
3340220,-5.0,69207.0,3.0,0.0,3.0,0.0,,,3.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,
3299944,-5.0,72097.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,427.0,563.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
3129958,-5.0,67208.0,,,3.0,0.0,,,3.0,0.0,98.08000183105469,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,484.0,,,,,,,,Found,Found,Mac OS X 10_11_6,chrome 63.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
3030746,0.0,153422.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,,574.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3026584,-5.0,2350.0,,,0.0,0.0,,,,,100.0,Found,49.0,-300.0,New,NotFound,166.0,15.0,548.0,278.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,,T,F,F,T,mobile,iOS Device
3263974,-50.0,172442.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,BAH-L09 Build/HUAWEIBAH-L09
3454759,-5.0,225090.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,180.0,Found,Found,199.0,,410.0,420.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,T,T,F,desktop,Trident/7.0
3563243,-5.0,228274.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,271.0,595.0,,,,,,,,Found,Found,,firefox 60.0,,,,F,F,T,F,desktop,Windows
3011974,-60.0,21339.0,-5.0,-6.0,0.0,-14.0,28.0,-68.0,-5.0,-6.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,337.0,256.0,596.0,14.0,IP_PROXY:TRANSPARENT,15.0,501.0,119.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3259283,0.0,61816.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,390.0,549.0,,,,,,,,Found,Found,Mac OS X 10_13_3,chrome 63.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
3358145,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563329,-5.0,102948.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-480.0,New,NotFound,166.0,,312.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari 11.0,24.0,2560x1600,match_status:2,T,F,F,T,desktop,MacOS
3089591,0.0,52069.0,,,0.0,0.0,,,,,100.0,NotFound,,-420.0,New,NotFound,166.0,,492.0,266.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,,T,F,T,T,mobile,iOS Device
3074452,0.0,59389.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,529.0,222.0,,,,,,,,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,2220x1080,match_status:2,T,F,T,T,mobile,SM-G950U Build/NRD90M
3385665,-20.0,110277.0,0.0,0.0,0.0,-13.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,595.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3368716,-5.0,386992.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-J500M Build/MMB29M
3367668,-5.0,67041.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,
3079115,-5.0,184578.0,,,0.0,-12.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,15.0,176.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3015815,-5.0,202261.0,,,52.0,-8.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,410.0,489.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3281835,-5.0,226871.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,mobile safari generic,,,,F,F,T,F,mobile,
3320722,-5.0,83868.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,-480.0,New,NotFound,166.0,,529.0,222.0,,,,,,,,New,NotFound,iOS 11.2.5,mobile safari generic,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3407938,-35.0,116809.0,,,0.0,0.0,,,,,100.0,NotFound,62.0,,Unknown,,159.0,26.0,283.0,526.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,F,F,desktop,Windows
3149231,-5.0,97052.0,,,27.0,-20.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,12.0,410.0,222.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3464932,-5.0,728.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-360.0,Found,Found,166.0,,529.0,256.0,,,,,,,,Found,Found,Windows 8,chrome generic,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3374859,-10.0,129805.0,,,,,10.0,-26.0,3.0,-5.0,96.38999938964844,NotFound,52.0,-360.0,New,NotFound,166.0,,410.0,214.0,367.0,14.0,IP_PROXY:TRANSPARENT,16.0,205.0,142.0,Found,Found,Found,Windows 10,chrome 64.0,24.0,1920x1080,,T,F,T,T,desktop,Windows
3067040,-5.0,229839.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,312.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1280x720,match_status:2,T,F,T,F,desktop,Windows
3416909,-5.0,239309.0,0.0,0.0,-3.0,-24.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,384.0,122.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,F,desktop,Moto G (5) Plus Build/NPNS25.137-92-4
3047501,-5.0,48106.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-420.0,New,NotFound,166.0,,492.0,324.0,,,,,,,,New,NotFound,Windows 10,firefox 57.0,24.0,1360x768,match_status:2,T,F,T,T,desktop,Windows
3100760,-5.0,42363.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,iOS,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3262112,-5.0,11552.0,0.0,0.0,6.0,0.0,,,0.0,0.0,100.0,Found,24.0,-300.0,Found,Found,166.0,15.0,390.0,549.0,,,,,,,,Found,Found,iOS 11.2.5,mobile safari generic,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3516503,-20.0,217195.0,,,1.0,-8.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,176.0,595.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
3337173,-5.0,64013.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3012169,-5.0,88691.0,,,1.0,-36.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,122.0,549.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,F,mobile,iOS Device
3449831,-5.0,71041.0,,,3.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,193.0,177.0,,,,,,,,New,NotFound,Windows 10,chrome 65.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3233479,-50.0,113660.0,,,0.0,-12.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,384.0,507.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,hi6210sft Build/MRA58K
3467377,-5.0,2226.0,,,0.0,0.0,,,0.0,0.0,94.1999969482422,Found,52.0,-300.0,New,NotFound,166.0,,193.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3133416,-5.0,114051.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,312.0,600.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3373691,-5.0,463769.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,15.0,176.0,595.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-J111M Build/LMY47V
3233318,-5.0,132626.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,341.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
3037481,-5.0,286809.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,,548.0,277.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2224x1668,match_status:1,T,F,F,F,mobile,iOS Device
3439439,-5.0,420362.0,,,3.0,0.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,,176.0,595.0,,,,,,,,New,NotFound,,android webview 4.0,,,,F,F,T,F,mobile,Android 6.0
3301200,-5.0,1232.0,1.0,0.0,3.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,410.0,500.0,,,,,,,,Found,Found,Windows 7,chrome 64.0,24.0,1680x1050,match_status:2,T,F,T,T,desktop,Windows
3071462,-5.0,49513.0,,,0.0,0.0,,,0.0,0.0,94.29000091552734,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,368.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,1920x1080,match_status:2,T,F,F,F,desktop,MacOS
3306890,-10.0,592283.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,,266.0,127.0,,,,,,,,New,NotFound,,samsung browser 6.2,,,,F,F,T,F,mobile,SAMSUNG
3526650,-20.0,123482.0,,,2.0,-5.0,,,,,100.0,NotFound,64.0,,Unknown,,166.0,13.0,352.0,472.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,match_status:2,F,F,F,T,mobile,
3107795,-5.0,337494.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-420.0,Found,Found,166.0,,193.0,472.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,3840x2160,match_status:2,T,F,T,F,desktop,Windows
3497366,-5.0,51403.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,166.0,,410.0,222.0,,,,,,,,New,NotFound,,chrome generic,,,match_status:2,F,F,T,F,desktop,Windows
3089132,0.0,52667.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,,352.0,222.0,,,,,,,,Found,Found,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3115636,0.0,256820.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
3499475,-5.0,756893.0,,,-9.0,-10.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,,384.0,122.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,T,F,mobile,SM-G532M Build/MMB29T
3101314,-5.0,265603.0,0.0,0.0,6.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,F,mobile,iOS Device
3425738,-15.0,269306.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3017414,0.0,12473.0,0.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,100.0,489.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 62.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
3094997,-5.0,100392.0,,,0.0,0.0,,,,,100.0,Found,49.0,-480.0,New,NotFound,166.0,,542.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3047224,-5.0,164598.0,,,0.0,0.0,,,0.0,0.0,95.6500015258789,NotFound,49.0,-300.0,New,NotFound,166.0,,487.0,600.0,,,,,,,,Found,Found,Mac OS X 10_11_6,safari generic,24.0,1920x1080,match_status:2,T,F,F,F,desktop,MacOS
3405840,-20.0,137956.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,127.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3136810,-5.0,223121.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,500.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
3449264,-5.0,81939.0,,,,,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,438.0,178.0,,,,,,,,New,NotFound,Windows 10,edge 14.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3001769,-5.0,177404.0,,,2.0,-5.0,,,0.0,0.0,95.16000366210938,NotFound,52.0,,New,NotFound,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3289335,-5.0,80952.0,,,0.0,0.0,,,0.0,0.0,97.33000183105469,NotFound,52.0,-300.0,New,NotFound,166.0,,341.0,500.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3561023,-25.0,380611.0,,,-6.0,-14.0,,,,,100.0,NotFound,27.0,,Unknown,,225.0,27.0,567.0,315.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
3345335,-5.0,1953.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,215.0,368.0,,,,,,,,Found,Found,Windows 10,chrome 64.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3354657,-20.0,839129.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,122.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,
3224665,-5.0,281021.0,0.0,0.0,0.0,-10.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,Windows
3031663,-20.0,117818.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,Unknown,,166.0,,542.0,107.0,,,,,,,,New,NotFound,Mac OS X 10.9,firefox 57.0,24.0,1920x1080,match_status:2,T,F,F,F,desktop,rv:57.0
3071042,-10.0,438179.0,0.0,0.0,4.0,-44.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,12.0,410.0,277.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3269193,-5.0,112410.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,33.0,-300.0,Found,Found,166.0,,468.0,277.0,,,,,,,,Found,Found,Android 7.0,chrome 64.0 for android,24.0,2560x1440,match_status:2,T,F,T,F,mobile,SM-G935V Build/NRD90M
3576630,-5.0,140697.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,271.0,507.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,Windows
3539883,-5.0,182786.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,Windows
3358203,-5.0,261518.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,-480.0,New,NotFound,166.0,,454.0,222.0,,,,,,,,New,NotFound,iOS 10.2.1,mobile safari generic,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3289368,-5.0,746019.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,-360.0,Found,Found,166.0,,529.0,214.0,,,,,,,,Found,Found,Android 7.0,chrome 64.0 for android,24.0,1280x720,match_status:2,T,F,T,F,mobile,LGMS210 Build/NRD90U
3169752,-5.0,152053.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,Windows
